player_name,team,position,year,total_contract_value_millions,guaranteed_money_millions
Beanum Dalys Beanum,NO,CB,2015,1.935,0.0
Davison Elliott Davison,NO,S,2015,1.935,0.0
Izzard Coziah Izzard,NO,DL,2015,1.935,0.0
Kilty Easton Kilty,NO,T,2015,1.935,0.0
Price Jayden Price,NO,CB,2015,1.935,0.0
Wesley Barry Wesley,NO,LT,2015,1.935,0.0
Matavao Moliki Matavao,NO,TE,2015,1.845,0.0
Sherman Will Sherman,NO,G,2015,1.845,0.0
Fortner Luke Fortner,NO,C,2015,1.5,0.3
Clapp Will Clapp,NO,C,2015,1.4225,0.0
Bullard Jonathan Bullard,NO,DL,2015,1.4225,0.1675
Hull Evan Hull,NO,RB,2015,1.395,0.0
Amadi Ugo Amadi,NO,S,2015,1.28,0.11
Davis Michael Davis,NO,CB,2015,1.255,0.0
Pettis Dante Pettis,NO,WR,2015,1.255,0.0
Williams Jonah Williams,NO,DL,2015,1.17,0.0
Stoll Jack Stoll,NO,TE,2015,1.17,0.0
Burgess Terrell Burgess,NO,S,2015,1.17,0.0
Rumph II Chris Rumph II,NO,ED,2015,1.1,0.0
Stalbird Isaiah Stalbird,NO,LB,2015,1.075,0.0
Wright Rejzohn Wright,NO,CB,2015,1.005,0.0
Cole Myles Cole,NO,DL,2015,1.005,0.0
Cooks Elijah Cooks,NO,WR,2015,1.005,0.0
Bishop Beanie Bishop,NO,CB,2015,1.005,0.0
Pline Mason Pline,NO,TE,2015,0.84,0.0
Burns Brian Burns,NYG,LB,2015,141.0,76.0
Thomas Andrew Thomas,NYG,LT,2015,117.5,67.0
Lawrence Dexter Lawrence,NYG,DL,2015,87.5,46.5
Adebo Paulson Adebo,NYG,CB,2015,54.0,34.75
Holland Jevon Holland,NYG,S,2015,45.3,27.4
Carter Abdul Carter,NYG,DL,2015,45.25518,45.25518
Okereke Bobby Okereke,NYG,LB,2015,40.0,21.8
Slayton Darius Slayton,NYG,WR,2015,36.0,22.000005
Thibodeaux Kayvon Thibodeaux,NYG,ED,2015,31.339038,31.339038
Runyan Jon Runyan,NYG,G,2015,30.0,17.0
Nabers Malik Nabers,NYG,WR,2015,29.20775,29.20775
Neal Evan Neal,NYG,RT,2015,24.551258,24.551258
Golston Chauncey Golston,NYG,DL,2015,18.0,12.0
Dart Jaxson Dart,NYG,QB,2015,16.977927,16.977927
Singletary Devin Singletary,NYG,RB,2015,16.5,9.5
Gano Graham Gano,NYG,K,2015,16.5,11.335
Eluemunor Jermaine Eluemunor,NYG,G,2015,14.0,6.75
Banks Deonte Banks,NYG,CB,2015,13.579395,13.579395
Nunez-Roches Rakeem Nunez-Roches,NYG,DL,2015,12.0,5.465
Hudson James Hudson,NYG,RT,2015,12.0,6.01
Wilson Russell Wilson,NYG,QB,2015,10.5,10.5
Gillan Jamie Gillan,NYG,P,2015,9.0,4.0
Robertson-Harris Roy Robertson-Harris,NYG,DL,2015,9.0,5.3
Robinson Wan'dale Robinson,NYG,WR,2015,8.185166,5.791409
Nubin Tyler Nubin,NYG,S,2015,8.176718,5.935964
Winston Jameis Winston,NYG,QB,2015,8.0,5.25
Alexander Darius Alexander,NYG,DL,2015,6.76207,1.557868
Schmitz John Michael Schmitz,NYG,C,2015,6.373334,3.424849
Phillips Andru Phillips,NYG,CB,2015,5.995942,1.180684
Board Chris Board,NYG,LB,2015,5.7,3.55
Hyatt Jalin Hyatt,NYG,WR,2015,5.625313,1.091136
Ezeudu Joshua Ezeudu,NYG,LT,2015,5.485524,1.169472
Skattebo Cam Skattebo,NYG,RB,2015,5.27304,1.07304
Flott Cordale Flott,NYG,CB,2015,5.241841,0.992248
Johnson Theo Johnson,NYG,TE,2015,4.851436,0.831436
Mbow Marcus Mbow,NYG,G,2015,4.618384,0.418384
Bellinger Daniel Bellinger,NYG,TE,2015,4.453104,0.793104
Belton Dane Belton,NYG,S,2015,4.444488,0.784488
Fidone II Thomas Fidone II,NYG,TE,2015,4.349516,0.149516
Tracy Tyrone Tracy,NYG,RB,2015,4.306352,0.286352
Muasau Darius Muasau,NYG,LB,2015,4.220912,0.200912
Gray Eric Gray,NYG,RB,2015,4.084976,0.244976
McFadden Micah McFadden,NYG,LB,2015,4.015708,0.355708
Davidson D.J. Davidson,NYG,DL,2015,4.014116,0.354116
Johnson Jr. Anthony Johnson Jr.,NYG,CB,2015,3.923764,0.083764
Van Roten Greg Van Roten,NYG,G,2015,3.25,2.45
Collins Beaux Collins,NYG,WR,2015,3.001,0.27
Felton Da'Quan Felton,NYG,WR,2015,2.995,0.264
Moore T.J. Moore,NYG,S,2015,2.966,0.001
Brade Beau Brade,NYG,S,2015,2.855,0.045
Payton Rico Payton,NYG,CB,2015,2.845,0.045
Schlottmann Austin Schlottmann,NYG,C,2015,2.795,0.5
Ford-Wheaton Bryce Ford-Wheaton,NYG,WR,2015,2.715,0.236
Layne Raheem Layne,NYG,S,2015,2.175,0.0
Gipson Xavier Gipson,NYG,WR,2015,2.175,0.0
Bernard-Converse Jarrick Bernard-Converse,NYG,CB,2015,2.175,0.0
Miller Dante Miller,NYG,RB,2015,2.035,0.0
Chatman Elijah Chatman,NYG,DL,2015,2.035,0.0
Hudson Bryan Hudson,NYG,C,2015,1.845,0.0
Sauls Ben Sauls,NYG,K,2015,1.845,0.0
Cambre Dalen Cambre,NYG,WR,2015,1.845,0.0
Black Korie Black,NYG,CB,2015,1.845,0.0
Miller Ryan Miller,NYG,WR,2015,1.755,0.0
Green Art Green,NYG,CB,2015,1.755,0.0
Kreiter Casey Kreiter,NYG,LS,2015,1.4225,1.1975
Manhertz Chris Manhertz,NYG,TE,2015,1.4225,0.5675
Flannigan-Fowles Demetrius Flannigan-Fowles,NYG,LB,2015,1.3375,0.4425
Dimukeje Victor Dimukeje,NYG,ED,2015,1.3375,1.1975
Stinnie Aaron Stinnie,NYG,G,2015,1.3375,0.475
Adams Matthew Adams,NYG,ILB,2015,1.2925,0.9675
Hewitt Neville Hewitt,NYG,LB,2015,1.255,0.0
Leal DeMarvin Leal,NYG,ED,2015,1.215,0.0
Tuipulotu Marlon Tuipulotu,NYG,DL,2015,1.215,0.0
Conner Tanner Conner,NYG,WR,2015,1.215,0.0
Olszewski Gunner Olszewski,NYG,WR,2015,1.17,0.0
Riley Elijah Riley,NYG,CB,2015,1.125,0.0
Watts Armon Watts,NYG,DT,2015,1.125,0.0
Hodgins Isaiah Hodgins,NYG,WR,2015,1.1,0.0
Bozeman Swayze Bozeman,NYG,ED,2015,1.075,0.0
Murphy Caleb Murphy,NYG,ED,2015,1.03,0.0
Fox Tomon Fox,NYG,ED,2015,1.03,0.0
Barnes Zaire Barnes,NYG,ED,2015,1.03,0.0
Kubas Jake Kubas,NYG,G,2015,1.005,0.0
McMorris Patrick McMorris,NYG,S,2015,1.005,0.0
Jones Nic Jones,NYG,CB,2015,0.96,0.0
Purchase Myles Purchase,NYG,CB,2015,0.885,0.0
Holskey Reid Holskey,NYG,G,2015,0.885,0.0
Ford Trace Ford,NYG,ED,2015,0.885,0.0
Stroman Greg Stroman,NYG,CB,2015,0.0,0.0
Wilson Garrett Wilson,NYJ,WR,2015,130.0,40.732638
Sherwood Jamien Sherwood,NYJ,LB,2015,45.0,30.0
Fields Justin Fields,NYJ,QB,2015,40.0,30.0
Stephens Brandon Stephens,NYJ,CB,2015,36.0,22.98
Membou Armand Membou,NYJ,T,2015,31.913104,31.913104
Fashanu Olu Fashanu,NYJ,LT,2015,20.51071,20.51071
Williams Quincy Williams,NYJ,LB,2015,18.0,9.0
McDonald Will McDonald,NYJ,ED,2015,16.321674,16.321674
Vera-Tucker Alijah Vera-Tucker,NYJ,G,2015,15.885028,15.885028
Phillips Harrison Phillips,NYJ,DL,2015,15.0,13.091667
Smith Mazi Smith,NYJ,DL,2015,13.274696,13.274696
Johnson Jermaine Johnson,NYJ,ED,2015,13.087443,13.087443
Simpson John Simpson,NYJ,G,2015,12.0,6.0
Taylor Tyrod Taylor,NYJ,QB,2015,12.0,8.5
Myers Josh Myers,NYJ,C,2015,11.0,5.2
Taylor Mason Taylor,NYJ,TE,2015,10.466187,9.6
Ruckert Jeremy Ruckert,NYJ,TE,2015,10.0,4.972157
Hall Breece Hall,NYJ,RB,2015,9.014774,7.080487
Cisco Andre Cisco,NYJ,S,2015,8.5,7.5
Tippmann Joe Tippmann,NYJ,C,2015,8.359598,6.167661
Metchie John Metchie,NYJ,WR,2015,8.070172,4.921042
Mitchell Adonai Mitchell,NYJ,WR,2015,7.386086,4.817431
Thomas Azareye'h Thomas,NYJ,CB,2015,6.593646,1.43538
Hennessy Thomas Hennessy,NYJ,LS,2015,5.97,3.165
Woods Jelani Woods,NYJ,TE,2015,5.372473,1.087252
Smith Arian Smith,NYJ,WR,2015,5.241652,1.041652
Moore Malachi Moore,NYJ,S,2015,5.09814,0.89814
Mauigoa Francisco Mauigoa,NYJ,LB,2015,4.594528,0.394528
Allen Braelon Allen,NYJ,RB,2015,4.548708,0.528708
Baron Tyler Baron,NYJ,ED,2015,4.520216,0.320216
Mitchell Max Mitchell,NYJ,G,2015,4.456024,0.796024
Clemons Micheal Clemons,NYJ,ED,2015,4.424096,0.764096
King Kobe King,NYJ,LB,2015,4.419068,0.219068
Brownlee Jr. Jarvis Brownlee Jr.,NYJ,CB,2015,4.362036,0.342036
Davis Isaiah Davis,NYJ,RB,2015,4.274276,0.254276
Stiggers Qwan'tez Stiggers,NYJ,CB,2015,4.274276,0.254276
Smith II Christopher Smith II,NYJ,S,2015,4.084976,0.244976
Taylor Ja'Sir Taylor,NYJ,CB,2015,3.792012,0.132012
Adams Tony Adams,NYJ,S,2015,3.263,0.0
Hartwig Gus Hartwig,NYJ,C,2015,2.975,0.19
Page Payton Page,NYJ,DL,2015,2.965,0.0
Levao Kohl Levao,NYJ,G,2015,2.965,0.0
Hayes Marquis Hayes,NYJ,G,2015,2.965,0.0
Skinner Quentin Skinner,NYJ,WR,2015,2.965,0.0
Folk Nick Folk,NYJ,K,2015,2.875,1.375
McGregor Braiden McGregor,NYJ,ED,2015,2.85,0.22
Reynolds Josh Reynolds,NYJ,WR,2015,2.75,2.75
Jones Cam Jones,NYJ,LB,2015,2.71,0.15
Oliver Isaiah Oliver,NYJ,CB,2015,2.5,2.255
Brown Tre Brown,NYJ,CB,2015,2.385,0.0
Jonathan Kingsley Jonathan,NYJ,ED,2015,2.175,0.0
Williams Isaiah Williams,NYJ,WR,2015,2.035,0.0
Smith Keidron Smith,NYJ,S,2015,2.035,0.0
Watts Eric Watts,NYJ,ED,2015,2.035,0.0
Fornadel Liam Fornadel,NYJ,G,2015,1.935,0.0
Pritchett Jamaal Pritchett,NYJ,WR,2015,1.935,0.0
Krieg Lenny Krieg,NYJ,K,2015,1.935,0.0
Clark Dean Clark,NYJ,S,2015,1.845,0.0
Clark Jordan Clark,NYJ,CB,2015,1.845,0.0
Cook Brady Cook,NYJ,QB,2015,1.845,0.0
McNamara Austin McNamara,NYJ,P,2015,1.845,0.0
Monroe Jarius Monroe,NYJ,CB,2015,1.755,0.0
Briggs Jowon Briggs,NYJ,DL,2015,1.755,0.0
McCrary-Ball Marcelino McCrary-Ball,NYJ,LB,2015,1.755,0.0
Boyd Kris Boyd,NYJ,CB,2015,1.6,0.33
Nwangwu Kene Nwangwu,NYJ,RB,2015,1.44,0.55
Smartt Stone Smartt,NYJ,TE,2015,1.35,0.25
Okorafor Chukwuma Okorafor,NYJ,LT,2015,1.3375,0.7575
Beck Andrew Beck,NYJ,FB,2015,1.3375,0.1675
Womack Samuel Womack,NYJ,CB,2015,1.215,0.0
Zappe Bailey Zappe,NYJ,QB,2015,1.215,0.0
Walker Mykal Walker,NYJ,LB,2015,1.17,0.0
Johnson Tyler Johnson,NYJ,WR,2015,1.17,0.0
Herbert Khalil Herbert,NYJ,RB,2015,1.17,0.0
Tufele Jay Tufele,NYJ,DL,2015,1.17,0.0
Saunders Khalen Saunders,NYJ,DL,2015,1.17,0.0
Eguavoen Sam Eguavoen,NYJ,OLB,2015,1.125,0.0
Newman-Johnson Xavier Newman-Johnson,NYJ,G,2015,1.1,0.0
Mathis Ochaun Mathis,NYJ,LB,2015,1.075,0.0
Charles Irvin Charles,NYJ,WR,2015,1.03,0.0
Hooker Hendon Hooker,NYJ,QB,2015,1.03,0.0
Dalena Mac Dalena,NYJ,WR,2015,0.885,0.0
Hurts Jalen Hurts,PHI,QB,2015,255.0,110.0
Brown A.J. Brown,PHI,WR,2015,96.0,51.0
Dickerson Landon Dickerson,PHI,G,2015,84.0,29.64
Smith DeVonta Smith,PHI,WR,2015,75.0,33.997554
Jurgens Cam Jurgens,PHI,C,2015,68.0,24.606
Mailata Jordan Mailata,PHI,LT,2015,66.0,22.84
Baun Zack Baun,PHI,LB,2015,51.0,34.0
Barkley Saquon Barkley,PHI,RB,2015,41.2,36.0
Carter II Michael Carter II,PHI,CB,2015,30.75,13.616
Johnson Lane Johnson,PHI,RT,2015,25.0,25.0
Elliott Jake Elliott,PHI,K,2015,24.0,9.7
Carter Jalen Carter,PHI,DL,2015,21.806014,21.806014
Davis Jordan Davis,PHI,DL,2015,17.009278,17.009278
Campbell Jihaad Campbell,PHI,LB,2015,14.903574,14.903574
Mitchell Quinyon Mitchell,PHI,CB,2015,14.818096,14.818096
Phillips Jaelan Phillips,PHI,LB,2015,14.018202,14.018202
Smith Nolan Smith,PHI,LB,2015,11.992409,11.992409
Goedert Dallas Goedert,PHI,TE,2015,10.0,10.0
DeJean Cooper DeJean,PHI,CB,2015,9.283622,7.469987
Mukuba Andrew Mukuba,PHI,S,2015,7.160542,4.196147
Steen Tyler Steen,PHI,G,2015,5.750443,1.18214
Brown Sydney Brown,PHI,S,2015,5.744441,1.177776
Young Byron Young,PHI,DL,2015,5.668712,2.130369
Hunt Jalyx Hunt,PHI,LB,2015,5.633034,0.916752
Bigsby Tank Bigsby,PHI,RB,2015,5.392915,0.92212
Robinson Ty Robinson,PHI,DL,2015,5.235668,1.035668
Dean Nakobe Dean,PHI,LB,2015,5.204639,0.965192
Shipley Will Shipley,PHI,RB,2015,4.736964,0.716964
Bennett Jakorian Bennett,PHI,CB,2015,4.663596,0.823596
Ringo Kelee Ringo,PHI,CB,2015,4.660924,0.820924
McWilliams Mac McWilliams,PHI,CB,2015,4.64412,0.44412
Mondon Jr. Smael Mondon Jr.,PHI,LB,2015,4.59546,0.39546
Kendall Drew Kendall,PHI,C,2015,4.555076,0.355076
Hinton Myles Hinton,PHI,T,2015,4.433264,0.233264
Williams Cameron Williams,PHI,T,2015,4.401572,0.676572
Trotter Jr. Jeremiah Trotter Jr.,PHI,LB,2015,4.348468,0.328468
Wilson Johnny Wilson,PHI,WR,2015,4.217008,0.197008
Mann Braden Mann,PHI,P,2015,4.2,2.775
McKee Tanner McKee,PHI,QB,2015,4.02652,0.18652
Howell Sam Howell,PHI,QB,2015,4.0216,0.3616
Ojomo Moro Ojomo,PHI,ED,2015,3.917784,0.077784
Calcaterra Grant Calcaterra,PHI,TE,2015,3.834144,0.174144
Blankenship Reed Blankenship,PHI,S,2015,3.575,3.935
Ojulari Azeez Ojulari,PHI,ED,2015,3.0,3.0
Lampkin Willie Lampkin,PHI,G,2015,2.995,0.03
Cooper Darius Cooper,PHI,WR,2015,2.98,0.09
Dotson Jahan Dotson,PHI,WR,2015,2.757048,0.0
Ojukwu John Ojukwu,PHI,LT,2015,2.445,0.025
Graham Brandon Graham,PHI,DL,2015,2.444444,2.444444
Jenkins E.J. Jenkins,PHI,TE,2015,2.165333,0.040333
Bell Jaheim Bell,PHI,TE,2015,2.125,0.0
Ramirez Jose Ramirez,PHI,ED,2015,2.125,0.0
Sam Andre’ Sam,PHI,S,2015,2.125,0.0
Steele Carson Steele,PHI,RB,2015,2.125,0.0
Johnson Brandon Johnson,PHI,CB,2015,2.125,0.0
Gray Danny Gray,PHI,WR,2015,2.125,0.0
Hall Gabe Hall,PHI,DL,2015,1.935,0.0
Majors Jake Majors,PHI,C,2015,1.935,0.0
Pierce Hollin Pierce,PHI,T,2015,1.935,0.0
Uche Joshua Uche,PHI,ED,2015,1.92,1.25
Latu Cameron Latu,PHI,TE,2015,1.845,0.0
Jackson Adoree' Jackson,PHI,CB,2015,1.755,1.0
Granson Kylen Granson,PHI,TE,2015,1.75,1.42
Uzomah C.J. Uzomah,PHI,TE,2015,1.3775,0.7175
Pryor Matt Pryor,PHI,G,2015,1.355,0.7
Dillon A.J. Dillon,PHI,RB,2015,1.3375,0.1675
Johnson Fred Johnson,PHI,LT,2015,1.3375,1.1425
Clark Le'Raven Clark,PHI,RT,2015,1.26,0.175
Okoronkwo Ogbonnia Okoronkwo,PHI,DL,2015,1.255,0.315
Watkins Quez Watkins,PHI,WR,2015,1.215,0.0
Toth Brett Toth,PHI,G,2015,1.17,0.0
Epps Marcus Epps,PHI,S,2015,1.17,0.0
Thomas Ambry Thomas,PHI,CB,2015,1.1625,0.0175
Castro-Fields Tariq Castro-Fields,PHI,CB,2015,1.145,0.0
Gates Nick Gates,PHI,C,2015,1.125,0.0
Covey Britain Covey,PHI,WR,2015,1.1,0.0
VanSumeren Ben VanSumeren,PHI,LB,2015,1.055,0.0
Campbell Chance Campbell,PHI,LB,2015,1.03,0.025
Metcalf D.K. Metcalf,PIT,WR,2015,132.0,60.0
Watt T.J. Watt,PIT,ED,2015,123.0,108.0
Ramsey Jalen Ramsey,PIT,CB,2015,84.7,19.5
Highsmith Alex Highsmith,PIT,ED,2015,68.0,17.01
Dugger Kyle Dugger,PIT,S,2015,58.0,29.75
Freiermuth Pat Freiermuth,PIT,TE,2015,48.4,11.6
Queen Patrick Queen,PIT,LB,2015,41.0,13.84
Heyward Cameron Heyward,PIT,DL,2015,29.0,16.0
Seumalo Isaac Seumalo,PIT,G,2015,24.0,6.95
Boswell Chris Boswell,PIT,K,2015,20.0,9.76
Holcomb Cole Holcomb,PIT,LB,2015,18.0,4.92
Harmon Derrick Harmon,PIT,DL,2015,17.973604,17.973604
Jones Broderick Jones,PIT,RT,2015,16.626352,16.626352
Fautanu Troy Fautanu,PIT,LT,2015,15.055296,15.055296
Rodgers Aaron Rodgers,PIT,QB,2015,13.65,10.0
Elliott Deshon Elliott,PIT,S,2015,12.5,7.17
Smith Jonnu Smith,PIT,TE,2015,12.01,7.745
Warren Jaylen Warren,PIT,RB,2015,11.904,7.05
Harrison Malik Harrison,PIT,LB,2015,10.0,4.08
Porter Jr. Joey Porter Jr.,PIT,CB,2015,9.618345,8.999868
Thielen Adam Thielen,PIT,WR,2015,8.5,3.5
Frazier Zach Frazier,PIT,C,2015,7.544214,5.039272
Rudolph Mason Rudolph,PIT,QB,2015,7.5,3.0
Benton Keeanu Benton,PIT,DL,2015,7.333122,4.279836
Killebrew Miles Killebrew,PIT,S,2015,6.5,2.09
Johnson Kaleb Johnson,PIT,RB,2015,6.372062,1.274228
Echols Brandin Echols,PIT,CB,2015,6.0,1.83
Wilson Roman Wilson,PIT,WR,2015,5.745168,0.998304
Wilson Payton Wilson,PIT,LB,2015,5.596312,0.890044
Washington Darnell Washington,PIT,TE,2015,5.353909,0.893752
Sawyer Jack Sawyer,PIT,DL,2015,5.150932,0.950932
Lowry Dean Lowry,PIT,DL,2015,5.0,1.25
McCormick Mason McCormick,PIT,G,2015,4.784896,0.764896
Black Yahya Black,PIT,DL,2015,4.579836,0.379836
Herbig Nick Herbig,PIT,ED,2015,4.51292,0.67292
Skowronek Ben Skowronek,PIT,WR,2015,4.475,1.08
Howard Will Howard,PIT,QB,2015,4.4481,0.2481
Bruener Carson Bruener,PIT,LB,2015,4.33694,0.13694
Kent Donte Kent,PIT,CB,2015,4.333452,0.133452
Lee Logan Lee,PIT,DL,2015,4.240072,0.220072
Austin Calvin Austin,PIT,WR,2015,4.16434,0.50434
Anderson Calvin Anderson,PIT,LT,2015,4.0,0.83
Trice Jr. Cory Trice Jr.,PIT,CB,2015,3.924436,0.084436
Anderson Spencer Anderson,PIT,G,2015,3.917776,0.077776
Heyward Connor Heyward,PIT,TE,2015,3.815224,0.155224
Kuntz Christian Kuntz,PIT,LS,2015,3.765,0.325
Ekuale Daniel Ekuale,PIT,DL,2015,2.8,1.63
Cook Dylan Cook,PIT,TE,2015,2.035,0.0
Castro Sebastian Castro,PIT,S,2015,1.935,0.0
Gainwell Kenneth Gainwell,PIT,RB,2015,1.79,0.62
Loudermilk Isaiahh Loudermilk,PIT,DL,2015,1.6275,0.1675
Peat Andrus Peat,PIT,G,2015,1.4225,0.0
Clark Chuck Clark,PIT,S,2015,1.4225,0.0
Miller Scotty Miller,PIT,WR,2015,1.3375,0.0
Pruitt MyCole Pruitt,PIT,TE,2015,1.26,0.0
Valdes-Scantling Marquez Valdes-Scantling,PIT,WR,2015,1.255,0.0
Peppers Jabrill Peppers,PIT,S,2015,1.255,0.0
Samuel Jr. Asante Samuel Jr.,PIT,CB,2015,1.255,0.0
Adomitis Cal Adomitis,PIT,LS,2015,1.215,0.0
Matakevich Tyler Matakevich,PIT,LB,2015,1.21,0.0
Sutton Cameron Sutton,PIT,CB,2015,1.21,0.0
Driscoll Jack Driscoll,PIT,G,2015,1.17,0.0
Pierre James Pierre,PIT,CB,2015,1.17,0.0
Parham Donald Parham,PIT,TE,2015,1.17,0.0
Scharping Max Scharping,PIT,G,2015,1.17,0.0
Thompson Skylar Thompson,PIT,QB,2015,1.1,0.0
Henry K.J. Henry,PIT,DL,2015,1.075,0.0
Jamison D’Shawn Jamison,PIT,CB,2015,1.075,0.0
Moon Jeremiah Moon,PIT,ED,2015,1.03,0.0
McCollum Ryan McCollum,PIT,C,2015,1.03,0.0
Otomewo Esezi Otomewo,PIT,DL,2015,1.03,0.0
Laumea Sataoa Laumea,PIT,G,2015,1.005,0.0
Goodlow Anthony Goodlow,PIT,DL,2015,1.005,0.0
Waitman Corliss Waitman,PIT,P,2015,0.985,0.0
Baugh Kyler Baugh,PIT,DL,2015,0.885,0.0
Burgess Cole Burgess,PIT,WR,2015,0.885,0.0
Hardy Daequan Hardy,PIT,CB,2015,0.885,0.0
Henderson Jack Henderson,PIT,S,2015,0.885,0.0
Hurleman Max Hurleman,PIT,S,2015,0.885,0.0
Jones Steven Jones,PIT,G,2015,0.885,0.0
Nichols III Lew Nichols III,PIT,RB,2015,0.885,0.0
Welschof Julius Welschof,PIT,ED,2015,0.885,0.0
Nester Doug Nester,PIT,LT,2015,0.885,0.0
Smith Brandon Smith,PIT,WR,2015,0.885,0.0
Slaughter Doneiko Slaughter,PIT,S,2015,0.885,0.0
Thompson Lorenzo Thompson,PIT,LT,2015,0.885,0.0
Ritzie Jahvaree Ritzie,PIT,DL,2015,0.885,0.0
Galbreath J.J. Galbreath,PIT,TE,2015,0.885,0.0
Plumlee John Rhys Plumlee,PIT,WR,2015,0.885,0.0
Slade Jacob Slade,PIT,DL,2015,0.84,0.0
Perry A.T. Perry,PIT,WR,2015,0.0,0.0
Purdy Brock Purdy,SF,QB,2015,265.0,100.0
Bosa Nick Bosa,SF,ED,2015,170.0,88.0
Aiyuk Brandon Aiyuk,SF,WR,2015,120.0,45.0
Lenoir Deommodore Lenoir,SF,CB,2015,88.884,15.858889
Williams Trent Williams,SF,LT,2015,82.66,48.0
Kittle George Kittle,SF,TE,2015,76.4,33.0
Warner Fred Warner,SF,LB,2015,63.0,40.8
Huff Bryce Huff,SF,LB,2015,51.1,34.0
McKivitz Colton McKivitz,SF,RT,2015,45.0,18.68
McCaffrey Christian McCaffrey,SF,RB,2015,38.0,24.0
Williams Mykel Williams,SF,ED,2015,24.943354,24.943354
Gross-Matos Yetur Gross-Matos,SF,ED,2015,18.0,9.39
Brendel Jake Brendel,SF,C,2015,16.5,4.49
Farrell Luke Farrell,SF,TE,2015,15.75,6.0
Pearsall Ricky Pearsall,SF,WR,2015,12.538398,12.538398
Jennings Jauan Jennings,SF,WR,2015,11.89,8.435
Collins Alfred Collins,SF,DL,2015,10.306886,8.330859
Jones Mac Jones,SF,QB,2015,8.41,4.75
Robinson Demarcus Robinson,SF,WR,2015,8.0,6.0
White Keion White,SF,ED,2015,7.790161,5.321678
Juszczyk Kyle Juszczyk,SF,FB,2015,7.5,3.45
Elliott Jordan Elliott,SF,DL,2015,7.0,2.325
Martin Nick Martin,SF,LB,2015,6.561668,1.41212
Moore Skyy Moore,SF,WR,2015,6.450498,2.869476
Green Renardo Green,SF,CB,2015,6.389874,3.347629
Stout Upton Stout,SF,CB,2015,6.161184,1.12086
Puni Dominick Puni,SF,G,2015,5.700548,0.965852
Brown Ji'Ayir Brown,SF,S,2015,5.395807,0.924224
West CJ West,SF,DL,2015,5.211088,1.011088
Robinson Brian Robinson,SF,RB,2015,5.044908,0.849024
Watkins Jordan Watkins,SF,WR,2015,4.865816,0.665816
Mustapha Malik Mustapha,SF,S,2015,4.758936,0.738936
Guerendo Isaac Guerendo,SF,RB,2015,4.724528,0.704528
James Jordan James,SF,RB,2015,4.639684,0.439684
Sigle Marques Sigle,SF,S,2015,4.602376,0.402376
Cowing Jacob Cowing,SF,WR,2015,4.548708,0.528708
Rourke Kurtis Rourke,SF,QB,2015,4.334236,0.134236
Colby Connor Colby,SF,G,2015,4.301672,0.101672
Luter Jr. Darrell Luter Jr.,SF,CB,2015,4.153512,0.313512
Bethune Tatum Bethune,SF,LB,2015,4.101808,0.081808
Tomlinson Tre Tomlinson,SF,CB,2015,4.039852,0.199852
Neal Siran Neal,SF,S,2015,4.0,2.255
Winters Dee Winters,SF,LB,2015,3.973336,0.133336
Davis Kalia Davis,SF,DL,2015,3.792016,0.132016
Robinson Jakob Robinson,SF,CB,2015,2.985,0.12
Hennessy Matt Hennessy,SF,G,2015,2.37,0.075
Burford Spencer Burford,SF,LT,2015,2.275,1.0
Pinnock Jason Pinnock,SF,CB,2015,2.2,2.2
Givens Kevin Givens,SF,DL,2015,2.05,2.05
Gifford Luke Gifford,SF,LB,2015,1.8,0.6
Bourne Kendrick Bourne,SF,WR,2015,1.765,1.255
Davis Khalil Davis,SF,DL,2015,1.65,0.35
Weeks Jon Weeks,SF,LS,2015,1.4225,0.2
Bartch Ben Bartch,SF,G,2015,1.3375,1.1725
Apple Eli Apple,SF,CB,2015,1.3,0.0
Morstead Thomas Morstead,SF,P,2015,1.255,1.03
Forrest Darrick Forrest,SF,S,2015,1.215,0.0
Turner Malik Turner,SF,WR,2015,1.215,0.0
Parker Brandon Parker,SF,RT,2015,1.215,0.0
Gipson Tashaun Gipson,SF,FS,2015,1.21,0.0
Taylor Trent Taylor,SF,WR,2015,1.17,0.0
Taylor Patrick Taylor,SF,RB,2015,1.17,0.3
Robinson Curtis Robinson,SF,LB,2015,1.17,0.0
Vaughn Ke'Shawn Vaughn,SF,RB,2015,1.17,0.0
Ferrell Clelin Ferrell,SF,ED,2015,1.17,0.0
Pineiro Eddy Pineiro,SF,K,2015,1.17,0.0
Eifler Milo Eifler,SF,LB,2015,1.145,0.0
Willis Brayden Willis,SF,TE,2015,1.145,0.0
Thomas Zach Thomas,SF,G,2015,1.145,0.0
Graham Jalen Graham,SF,LB,2015,1.145,0.0
Wallow Garret Wallow,SF,LB,2015,1.1,0.0
Jackson Tarron Jackson,SF,LB,2015,1.1,0.0
Dowell Colton Dowell,SF,WR,2015,1.075,0.0
Okuayinonu Sam Okuayinonu,SF,ED,2015,1.03,0.0
Tonges Jake Tonges,SF,TE,2015,1.03,0.0
Lucas Chase Lucas,SF,CB,2015,1.03,0.0
Beal Jr. Robert Beal Jr.,SF,ED,2015,1.03,0.0
Rucci Hayden Rucci,SF,TE,2015,1.005,0.0
Valdez Sebastian Valdez,SF,DL,2015,1.005,0.0
Martinez Adrian Martinez,SF,QB,2015,1.005,0.0
Anderson Evan Anderson,SF,DL,2015,1.005,0.0
